Number,Age,Age,Gender,MaritalStatus,EducationLevel,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,RelationshipSatisfaction,WorkLifeBalance,WorkLifeBalance,TotalWorkExperienceInYears,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
E100296,34,Main labor group,Male,Divorced,2,College,Medical,Senior Developer,2,Medium,3,High,3,Better,3,Copper range,2,Copper range,2,Needs Improvement
E100297,28,Main labor group,Male,Single,3,Bachelor,Life Sciences,Developer,3,High,2,Medium,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100298,29,Main labor group,Female,Divorced,4,Master,Life Sciences,Senior Developer,2,Medium,3,High,3,Better,10,Silver range,9,Silver range,2,Needs Improvement
E100300,22,Young labor group,Male,Divorced,2,College,Medical,Senior Developer,4,Very High,2,Medium,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E100301,53,Old labor group,Female,Married,4,Master,Life Sciences,Manager,1,Low,3,High,3,Better,31,Diamond range,8,Silver range,2,Needs Improvement
E100302,38,Main labor group,Male,Single,3,Bachelor,Life Sciences,Developer,4,Very High,3,High,3,Better,6,Silver range,2,Copper range,3,Meet Expectation
E100304,24,Young labor group,Female,Divorced,2,College,Other,Developer,1,Low,4,Very High,2,Good,5,Copper range,2,Copper range,3,Meet Expectation
E100306,34,Main labor group,Female,Single,4,Master,Life Sciences,Developer,1,Low,3,High,3,Better,13,Gold range,6,Silver range,3,Meet Expectation
E100309,34,Main labor group,Male,Single,1,Below College,Medical,Developer,2,Medium,3,High,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E100310,53,Old labor group,Female,Divorced,3,Bachelor,Other,Senior Developer,3,High,4,Very High,2,Good,26,Diamond range,13,Gold range,3,Meet Expectation
E100311,32,Main labor group,Female,Single,1,Below College,Life Sciences,Senior Developer,2,Medium,2,Medium,3,Better,10,Silver range,2,Copper range,3,Meet Expectation
E100313,42,Middle-aged labor group,Male,Married,4,Master,Marketing,Sales Executive,3,High,4,Very High,3,Better,10,Silver range,7,Silver range,3,Meet Expectation
E100314,44,Middle-aged labor group,Female,Married,4,Master,Medical,Developer,1,Low,4,Very High,3,Better,24,Diamond range,6,Silver range,3,Meet Expectation
E100316,46,Middle-aged labor group,Female,Single,4,Master,Marketing,Manager,2,Medium,4,Very High,2,Good,22,Diamond range,2,Copper range,2,Needs Improvement
E100317,33,Main labor group,Male,Single,3,Bachelor,Medical,Developer,3,High,4,Very High,3,Better,7,Silver range,1,Copper range,3,Meet Expectation
E100318,44,Middle-aged labor group,Male,Married,4,Master,Other,Technical Architect,4,Very High,4,Very High,4,Best,9,Silver range,2,Copper range,3,Meet Expectation
E100323,24,Young labor group,Male,Married,3,Bachelor,Medical,Developer,2,Medium,1,Low,2,Good,6,Silver range,0,no exps,3,Meet Expectation
E100324,43,Middle-aged labor group,Female,Divorced,2,College,Medical,Technical Architect,4,Very High,4,Very High,2,Good,6,Silver range,3,Copper range,3,Meet Expectation
E100325,50,Middle-aged labor group,Male,Married,2,College,Marketing,Sales Representative,1,Low,3,High,3,Better,3,Copper range,2,Copper range,3,Meet Expectation
E100327,35,Main labor group,Female,Married,3,Bachelor,Marketing,Sales Representative,4,Very High,1,Low,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E100329,36,Main labor group,Female,Married,4,Master,Life Sciences,Developer,2,Medium,4,Very High,4,Best,6,Silver range,1,Copper range,3,Meet Expectation
E100330,33,Main labor group,Female,Married,3,Bachelor,Life Sciences,Sales Executive,3,High,1,Low,3,Better,10,Silver range,3,Copper range,3,Meet Expectation
E100331,35,Main labor group,Male,Divorced,2,College,Other,Developer,3,High,3,High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100332,27,Main labor group,Female,Divorced,4,Master,Life Sciences,Technical Architect,4,Very High,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100333,26,Main labor group,Male,Single,3,Bachelor,Life Sciences,Technical Architect,1,Low,3,High,2,Good,1,Copper range,0,no exps,3,Meet Expectation
E100334,27,Main labor group,Male,Single,3,Bachelor,Life Sciences,Sales Executive,4,Very High,4,Very High,3,Better,9,Silver range,8,Silver range,3,Meet Expectation
E100335,30,Main labor group,Female,Single,2,College,Medical,Developer,3,High,4,Very High,3,Better,12,Gold range,8,Silver range,4,Exceed Expectation
E100338,34,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,2,Medium,3,High,3,Better,10,Silver range,5,Copper range,2,Needs Improvement
E100339,37,Main labor group,Male,Married,2,College,Life Sciences,Developer,2,Medium,1,Low,3,Better,8,Silver range,0,no exps,4,Exceed Expectation
E100340,46,Middle-aged labor group,Male,Single,4,Master,Marketing,Sales Executive,1,Low,3,High,3,Better,14,Gold range,6,Silver range,3,Meet Expectation
E100341,35,Main labor group,Male,Married,1,Below College,Life Sciences,Technical Architect,4,Very High,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100342,48,Middle-aged labor group,Male,Single,2,College,Life Sciences,Developer,1,Low,4,Very High,3,Better,23,Diamond range,0,no exps,3,Meet Expectation
E100343,28,Main labor group,Male,Single,4,Master,Technical Degree,Technical Architect,3,High,3,High,2,Good,2,Copper range,2,Copper range,3,Meet Expectation
E100346,44,Middle-aged labor group,Female,Divorced,5,Doctor,Marketing,Sales Executive,2,Medium,3,High,2,Good,9,Silver range,3,Copper range,2,Needs Improvement
E100348,35,Main labor group,Male,Married,2,College,Medical,Technical Architect,3,High,3,High,3,Better,10,Silver range,0,no exps,3,Meet Expectation
E100350,26,Main labor group,Female,Married,3,Bachelor,Marketing,Sales Executive,3,High,3,High,2,Good,5,Copper range,2,Copper range,3,Meet Expectation
E100351,33,Main labor group,Female,Single,2,College,Life Sciences,Developer,1,Low,3,High,3,Better,15,Gold range,14,Gold range,2,Needs Improvement
E100352,35,Main labor group,Male,Married,5,Doctor,Life Sciences,Sales Executive,2,Medium,4,Very High,2,Good,9,Silver range,8,Silver range,2,Needs Improvement
E100353,35,Main labor group,Female,Married,4,Master,Medical,Business Analyst,3,High,3,High,3,Better,4,Copper range,2,Copper range,3,Meet Expectation
E100354,31,Main labor group,Male,Divorced,4,Master,Life Sciences,Developer,4,Very High,4,Very High,2,Good,10,Silver range,7,Silver range,4,Exceed Expectation
E100355,37,Main labor group,Male,Divorced,4,Master,Life Sciences,Business Analyst,1,Low,3,High,4,Best,7,Silver range,5,Copper range,3,Meet Expectation
E100356,32,Main labor group,Male,Married,3,Bachelor,Medical,Developer,1,Low,2,Medium,3,Better,9,Silver range,8,Silver range,3,Meet Expectation
E100357,38,Main labor group,Female,Single,5,Doctor,Life Sciences,Developer,4,Very High,4,Very High,3,Better,10,Silver range,3,Copper range,3,Meet Expectation
E100358,50,Middle-aged labor group,Female,Divorced,2,College,Medical,Developer,2,Medium,4,Very High,2,Good,29,Diamond range,3,Copper range,3,Meet Expectation
E100359,59,Old labor group,Female,Single,3,Bachelor,Life Sciences,Sales Executive,1,Low,4,Very High,2,Good,28,Diamond range,16,Gold range,2,Needs Improvement
E100361,36,Main labor group,Female,Divorced,3,Bachelor,Technical Degree,Business Analyst,3,High,2,Medium,3,Better,17,Gold range,14,Gold range,3,Meet Expectation
E100363,36,Main labor group,Male,Single,3,Bachelor,Life Sciences,Business Analyst,2,Medium,3,High,3,Better,6,Silver range,5,Copper range,4,Exceed Expectation
E100364,45,Middle-aged labor group,Male,Divorced,3,Bachelor,Life Sciences,Business Analyst,2,Medium,3,High,3,Better,25,Diamond range,0,no exps,3,Meet Expectation
E100366,35,Main labor group,Male,Married,3,Bachelor,Medical,Developer,2,Medium,4,Very High,2,Good,5,Copper range,2,Copper range,3,Meet Expectation
E100368,36,Main labor group,Male,Married,3,Bachelor,Medical,Developer,4,Very High,1,Low,2,Good,2,Copper range,0,no exps,3,Meet Expectation
E100372,29,Main labor group,Male,Married,3,Bachelor,Life Sciences,Business Analyst,3,High,4,Very High,3,Better,6,Silver range,4,Copper range,4,Exceed Expectation
E100373,31,Main labor group,Male,Single,4,Master,Medical,Business Analyst,3,High,2,Medium,3,Better,1,Copper range,1,Copper range,3,Meet Expectation
E100374,32,Main labor group,Male,Married,3,Bachelor,Life Sciences,Developer,2,Medium,2,Medium,3,Better,10,Silver range,4,Copper range,3,Meet Expectation
E100375,36,Main labor group,Female,Married,3,Bachelor,Life Sciences,Developer,2,Medium,2,Medium,3,Better,5,Copper range,0,no exps,3,Meet Expectation
E100376,31,Main labor group,Female,Single,4,Master,Life Sciences,Developer,3,High,4,Very High,3,Better,11,Gold range,7,Silver range,4,Exceed Expectation
E100378,35,Main labor group,Male,Single,4,Master,Marketing,Sales Executive,3,High,2,Medium,3,Better,16,Gold range,13,Gold range,3,Meet Expectation
E100381,46,Middle-aged labor group,Male,Divorced,2,College,Medical,Human Resources,2,Medium,4,Very High,3,Better,16,Gold range,2,Copper range,3,Meet Expectation
E100382,30,Main labor group,Male,Married,1,Below College,Life Sciences,Developer,4,Very High,3,High,2,Good,10,Silver range,8,Silver range,3,Meet Expectation
E100383,35,Main labor group,Male,Single,3,Bachelor,Medical,Business Analyst,2,Medium,1,Low,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E100384,55,Old labor group,Male,Married,2,College,Life Sciences,Sales Executive,1,Low,4,Very High,3,Better,24,Diamond range,0,no exps,3,Meet Expectation
E100385,38,Main labor group,Female,Divorced,3,Bachelor,Medical,Developer,2,Medium,4,Very High,3,Better,17,Gold range,11,Gold range,3,Meet Expectation
E100388,34,Main labor group,Male,Married,2,College,Medical,Business Analyst,1,Low,3,High,3,Better,5,Copper range,2,Copper range,3,Meet Expectation
E100391,23,Young labor group,Male,Divorced,1,Below College,Technical Degree,Sales Representative,3,High,3,High,3,Better,3,Copper range,0,no exps,3,Meet Expectation
E100395,30,Main labor group,Male,Married,3,Bachelor,Life Sciences,Developer,3,High,1,Low,3,Better,11,Gold range,10,Silver range,3,Meet Expectation
E100396,46,Middle-aged labor group,Male,Single,2,College,Medical,Sales Executive,3,High,4,Very High,3,Better,9,Silver range,8,Silver range,3,Meet Expectation
E100397,40,Main labor group,Male,Married,4,Master,Life Sciences,Developer,3,High,4,Very High,2,Good,22,Diamond range,3,Copper range,4,Exceed Expectation
E100398,51,Old labor group,Male,Single,4,Master,Marketing,Sales Executive,3,High,4,Very High,1,Bad,11,Gold range,7,Silver range,3,Meet Expectation
E100399,30,Main labor group,Female,Divorced,2,College,Medical,Sales Executive,3,High,2,Medium,2,Good,11,Gold range,8,Silver range,3,Meet Expectation
E100402,46,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Developer,3,High,3,High,2,Good,21,Diamond range,9,Silver range,3,Meet Expectation
E100403,32,Main labor group,Male,Single,4,Master,Medical,Sales Executive,2,Medium,1,Low,3,Better,12,Gold range,8,Silver range,2,Needs Improvement
E100406,24,Young labor group,Female,Married,2,College,Other,Sales Executive,1,Low,1,Low,2,Good,4,Copper range,2,Copper range,3,Meet Expectation
E100407,28,Main labor group,Male,Married,3,Bachelor,Medical,Sales Executive,2,Medium,2,Medium,4,Best,5,Copper range,4,Copper range,4,Exceed Expectation
E100409,58,Old labor group,Male,Single,4,Master,Medical,Sales Executive,4,Very High,3,High,2,Good,38,Diamond range,10,Silver range,3,Meet Expectation
E100410,44,Middle-aged labor group,Male,Married,3,Bachelor,Medical,Developer,2,Medium,3,High,4,Best,17,Gold range,2,Copper range,3,Meet Expectation
E100411,37,Main labor group,Male,Divorced,4,Master,Human Resources,Human Resources,3,High,4,Very High,3,Better,7,Silver range,2,Copper range,4,Exceed Expectation
E100412,32,Main labor group,Male,Single,1,Below College,Life Sciences,Developer,4,Very High,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100416,34,Main labor group,Female,Single,4,Master,Other,Developer,1,Low,3,High,3,Better,16,Gold range,13,Gold range,3,Meet Expectation
E100417,37,Main labor group,Male,Divorced,2,College,Life Sciences,Business Analyst,3,High,4,Very High,4,Best,17,Gold range,0,no exps,3,Meet Expectation
E100419,50,Middle-aged labor group,Female,Married,3,Bachelor,Life Sciences,Business Analyst,1,Low,1,Low,2,Good,28,Diamond range,3,Copper range,3,Meet Expectation
E100420,25,Main labor group,Male,Single,3,Bachelor,Marketing,Sales Executive,3,High,4,Very High,3,Better,6,Silver range,4,Copper range,3,Meet Expectation
E100421,25,Main labor group,Male,Married,1,Below College,Medical,Business Analyst,4,Very High,3,High,3,Better,2,Copper range,2,Copper range,3,Meet Expectation
E100422,22,Young labor group,Female,Single,3,Bachelor,Medical,Developer,2,Medium,3,High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
E100425,34,Main labor group,Male,Single,3,Bachelor,Life Sciences,Developer,1,Low,4,Very High,3,Better,9,Silver range,7,Silver range,4,Exceed Expectation
E100426,54,Old labor group,Female,Single,3,Bachelor,Human Resources,Manager,4,Very High,3,High,3,Better,23,Diamond range,3,Copper range,3,Meet Expectation
E100428,24,Young labor group,Male,Married,1,Below College,Life Sciences,Business Analyst,2,Medium,3,High,3,Better,6,Silver range,3,Copper range,3,Meet Expectation
E100429,34,Main labor group,Female,Divorced,4,Master,Life Sciences,Business Analyst,3,High,3,High,3,Better,12,Gold range,0,no exps,3,Meet Expectation
E100430,37,Main labor group,Male,Single,3,Bachelor,Life Sciences,Sales Executive,3,High,1,Low,3,Better,12,Gold range,3,Copper range,3,Meet Expectation
E100431,34,Main labor group,Female,Single,3,Bachelor,Medical,Business Analyst,3,High,4,Very High,3,Better,14,Gold range,10,Silver range,3,Meet Expectation
E100433,36,Main labor group,Female,Divorced,2,College,Life Sciences,Developer,1,Low,1,Low,3,Better,7,Silver range,0,no exps,4,Exceed Expectation
E100436,43,Middle-aged labor group,Male,Married,2,College,Life Sciences,Manager,3,High,4,Very High,4,Best,25,Diamond range,12,Gold range,3,Meet Expectation
E100438,33,Main labor group,Male,Married,2,College,Marketing,Sales Executive,3,High,1,Low,4,Best,8,Silver range,7,Silver range,3,Meet Expectation
E100440,51,Old labor group,Male,Single,3,Bachelor,Life Sciences,Developer,1,Low,3,High,3,Better,23,Diamond range,18,Gold range,3,Meet Expectation
E100441,31,Main labor group,Male,Married,4,Master,Life Sciences,Sales Executive,2,Medium,2,Medium,2,Good,12,Gold range,7,Silver range,2,Needs Improvement
E100442,26,Main labor group,Female,Married,3,Bachelor,Other,Developer,3,High,3,High,2,Good,5,Copper range,4,Copper range,3,Meet Expectation
E100443,58,Old labor group,Female,Married,4,Master,Medical,Developer,4,Very High,4,Very High,2,Good,40,Diamond range,10,Silver range,3,Meet Expectation
E100445,19,Young labor group,Male,Single,1,Below College,Marketing,Sales Representative,4,Very High,4,Very High,2,Good,0,no exps,0,no exps,3,Meet Expectation
E100447,22,Young labor group,Male,Married,1,Below College,Technical Degree,Developer,3,High,3,High,3,Better,3,Copper range,1,Copper range,3,Meet Expectation
E100448,49,Middle-aged labor group,Female,Married,4,Master,Medical,Developer,3,High,3,High,2,Good,16,Gold range,11,Gold range,3,Meet Expectation
E100449,43,Middle-aged labor group,Female,Single,3,Bachelor,Medical,Developer,2,Medium,4,Very High,3,Better,18,Gold range,2,Copper range,3,Meet Expectation
E100452,50,Middle-aged labor group,Female,Single,3,Bachelor,Marketing,Sales Executive,3,High,4,Very High,3,Better,16,Gold range,2,Copper range,3,Meet Expectation
E100453,31,Main labor group,Female,Married,3,Bachelor,Life Sciences,Sales Executive,2,Medium,3,High,3,Better,4,Copper range,2,Copper range,2,Needs Improvement
E100454,41,Middle-aged labor group,Male,Divorced,1,Below College,Life Sciences,Sales Executive,3,High,3,High,3,Better,12,Gold range,7,Silver range,3,Meet Expectation
E100455,26,Main labor group,Female,Married,1,Below College,Life Sciences,Human Resources,3,High,4,Very High,3,Better,8,Silver range,7,Silver range,4,Exceed Expectation
E100456,36,Main labor group,Male,Divorced,2,College,Medical,Developer,2,Medium,4,Very High,3,Better,7,Silver range,2,Copper range,3,Meet Expectation
E100457,51,Old labor group,Male,Single,4,Master,Life Sciences,Business Analyst,1,Low,4,Very High,3,Better,18,Gold range,2,Copper range,4,Exceed Expectation
E100461,25,Main labor group,Male,Married,3,Bachelor,Life Sciences,Sales Executive,1,Low,4,Very High,3,Better,6,Silver range,2,Copper range,2,Needs Improvement
E100462,30,Main labor group,Male,Married,3,Bachelor,Human Resources,Human Resources,3,High,4,Very High,1,Bad,12,Gold range,9,Silver range,3,Meet Expectation
E100470,45,Middle-aged labor group,Male,Single,3,Bachelor,Medical,Technical Lead,3,High,2,Medium,2,Good,9,Silver range,5,Copper range,3,Meet Expectation
E100471,38,Main labor group,Female,Single,5,Doctor,Technical Degree,Developer,4,Very High,2,Medium,3,Better,19,Gold range,2,Copper range,4,Exceed Expectation
E100472,30,Main labor group,Female,Single,3,Bachelor,Life Sciences,Developer,1,Low,3,High,2,Good,5,Copper range,4,Copper range,3,Meet Expectation
E100475,30,Main labor group,Female,Divorced,3,Bachelor,Technical Degree,Developer,4,Very High,4,Very High,3,Better,8,Silver range,2,Copper range,3,Meet Expectation
E100478,41,Middle-aged labor group,Male,Married,4,Master,Life Sciences,Developer,3,High,4,Very High,3,Better,7,Silver range,0,no exps,4,Exceed Expectation
E100479,19,Young labor group,Female,Single,1,Below College,Medical,Technical Lead,2,Medium,4,Very High,3,Better,1,Copper range,0,no exps,3,Meet Expectation
